PoJ100_S196_L001	36096
PoJ101_S197_L001	33112
PoJ102_S198_L001	27413
PoJ103_S199_L001	35288
PoJ104_S200_L001	29541
PoJ105_S201_L001	33595
PoJ106_S202_L001	39326
PoJ107_S203_L001	31229
PoJ108_S204_L001	41731
PoJ109_S205_L001	20761
PoJ10_S10_L001	28412
PoJ110_S206_L001	34187
PoJ111_S207_L001	41427
PoJ112_S208_L001	28014
PoJ113_S209_L001	24188
PoJ114_S210_L001	22882
PoJ115_S211_L001	33109
PoJ116_S212_L001	30091
PoJ117_S213_L001	32962
PoJ118_S214_L001	30284
PoJ119_S215_L001	35647
PoJ11_S11_L001	24845
PoJ120_S216_L001	31337
PoJ121_S217_L001	32693
PoJ122_S218_L001	34879
PoJ123_S219_L001	39285
PoJ124_S220_L001	45452
PoJ125_S221_L001	23485
PoJ126_S222_L001	23950
PoJ127_S223_L001	27243
PoJ128_S224_L001	35072
PoJ129_S225_L001	31110
PoJ12_S12_L001	19878
PoJ130_S226_L001	31093
PoJ131_S227_L001	29605
PoJ132_S228_L001	37684
PoJ133_S229_L001	34037
PoJ134_S230_L001	35052
PoJ135_S231_L001	1140
PoJ136_S232_L001	39128
PoJ137_S233_L001	33419
PoJ138_S234_L001	32147
PoJ139_S235_L001	35966
PoJ13_S13_L001	38014
PoJ140_S236_L001	39339
PoJ141_S237_L001	43032
PoJ142_S238_L001	36530
PoJ143_S239_L001	38931
PoJ144_S240_L001	43571
PoJ145_S241_L001	29137
PoJ146_S242_L001	50997
PoJ147_S243_L001	105019
PoJ148_S244_L001	9600
PoJ149_S245_L001	2094
PoJ14_S14_L001	32397
PoJ150_S246_L001	28711
PoJ151_S247_L001	25688
PoJ152_S248_L001	31155
PoJ153_S249_L001	42266
PoJ154_S250_L001	40760
PoJ155_S251_L001	2025
PoJ156_S252_L001	28390
PoJ157_S253_L001	35005
PoJ158_S254_L001	33987
PoJ159_S255_L001	39131
PoJ15_S15_L001	22038
PoJ160_S256_L001	52151
PoJ161_S257_L001	284
PoJ162_S258_L001	25073
PoJ163_S259_L001	32602
PoJ164_S260_L001	25638
PoJ165_S261_L001	35354
PoJ166_S262_L001	26056
PoJ167_S263_L001	27938
PoJ168_S264_L001	32661
PoJ169_S265_L001	21022
PoJ16_S16_L001	13479
PoJ170_S266_L001	27368
PoJ171_S267_L001	30674
PoJ172_S268_L001	25508
PoJ173_S269_L001	20232
PoJ174_S270_L001	20052
PoJ175_S271_L001	40377
PoJ176_S272_L001	19088
PoJ177_S273_L001	30089
PoJ178_S274_L001	25096
PoJ179_S275_L001	24495
PoJ17_S17_L001	33070
PoJ180_S276_L001	29095
PoJ181_S277_L001	10949
PoJ182_S278_L001	24661
PoJ183_S279_L001	57238
PoJ184_S280_L001	7631
PoJ185_S281_L001	27596
PoJ186_S282_L001	28424
PoJ187_S283_L001	27409
PoJ188_S284_L001	39734
PoJ189_S285_L001	29518
PoJ18_S18_L001	43660
PoJ190_S286_L001	228
PoJ191_S287_L001	34087
PoJ192_S288_L001	36414
PoJ193_S97_L001	36653
PoJ194_S98_L001	38970
PoJ195_S99_L001	34691
PoJ196_S100_L001	25134
PoJ197_S101_L001	21568
PoJ198_S102_L001	31103
PoJ199_S103_L001	29641
PoJ19_S19_L001	26064
PoJ1_S1_L001	22161
PoJ200_S104_L001	32353
PoJ201_S105_L001	33824
PoJ202_S106_L001	29909
PoJ203_S107_L001	32113
PoJ204_S108_L001	91
PoJ205_S109_L001	32650
PoJ206_S110_L001	36783
PoJ207_S111_L001	45160
PoJ208_S112_L001	24465
PoJ209_S113_L001	10608
PoJ20_S20_L001	52524
PoJ210_S114_L001	22933
PoJ211_S115_L001	24782
PoJ212_S116_L001	12199
PoJ213_S117_L001	28739
PoJ214_S118_L001	37515
PoJ215_S119_L001	47033
PoJ216_S120_L001	45836
PoJ217_S121_L001	31279
PoJ218_S122_L001	29485
PoJ219_S123_L001	36777
PoJ21_S21_L001	48293
PoJ220_S124_L001	36630
PoJ221_S125_L001	24320
PoJ222_S126_L001	24780
PoJ223_S127_L001	28198
PoJ224_S128_L001	31436
PoJ225_S129_L001	36403
PoJ226_S130_L001	37502
PoJ227_S131_L001	53522
PoJ228_S132_L001	23276
PoJ229_S133_L001	2081
PoJ22_S22_L001	26553
PoJ230_S134_L001	27955
PoJ231_S135_L001	26578
PoJ232_S136_L001	28572
PoJ233_S137_L001	18639
PoJ234_S138_L001	25812
PoJ235_S139_L001	27178
PoJ236_S140_L001	23958
PoJ237_S141_L001	25105
PoJ238_S142_L001	36428
PoJ239_S143_L001	32381
PoJ23_S23_L001	23693
PoJ240_S144_L001	33342
PoJ241_S145_L001	39522
PoJ242_S146_L001	31052
PoJ243_S147_L001	46001
PoJ244_S148_L001	36952
PoJ245_S149_L001	24538
PoJ246_S150_L001	39725
PoJ247_S151_L001	28309
PoJ248_S152_L001	44137
PoJ249_S153_L001	38387
PoJ24_S24_L001	32032
PoJ250_S154_L001	45287
PoJ251_S155_L001	46688
PoJ252_S156_L001	45161
PoJ253_S157_L001	50637
PoJ254_S158_L001	43177
PoJ255_S159_L001	40285
PoJ256_S160_L001	36940
PoJ257_S161_L001	27143
PoJ258_S162_L001	35854
PoJ259_S163_L001	29641
PoJ25_S25_L001	21600
PoJ260_S164_L001	34492
PoJ261_S165_L001	47925
PoJ262_S166_L001	40232
PoJ263_S167_L001	46192
PoJ264_S168_L001	46142
PoJ265_S169_L001	29582
PoJ266_S170_L001	25162
PoJ267_S171_L001	51081
PoJ268_S172_L001	32363
PoJ269_S173_L001	15149
PoJ26_S26_L001	46089
PoJ270_S174_L001	30449
PoJ271_S175_L001	20791
PoJ272_S176_L001	32952
PoJ273_S177_L001	35022
PoJ274_S178_L001	25400
PoJ275_S179_L001	41046
PoJ276_S180_L001	37829
PoJ277_S181_L001	40953
PoJ278_S182_L001	35584
PoJ279_S183_L001	34719
PoJ27_S27_L001	22107
PoJ280_S184_L001	30567
PoJ281_S185_L001	18203
PoJ282_S186_L001	25473
PoJ283_S187_L001	25216
PoJ284_S188_L001	24909
PoJ285_S189_L001	21987
PoJ286_S190_L001	31488
PoJ287_S191_L001	35582
PoJ288_S192_L001	59366
PoJ289_S301_L001	81
PoJ28_S28_L001	23693
PoJ290_S302_L001	17614
PoJ291_S303_L001	25881
PoJ292_S304_L001	14715
PoJ293_S305_L001	30521
PoJ294_S306_L001	16022
PoJ295_S307_L001	4949
PoJ296_S308_L001	19418
PoJ297_S309_L001	50
PoJ298_S310_L001	27802
PoJ299_S311_L001	6838
PoJ29_S29_L001	31810
PoJ2_S2_L001	21712
PoJ300_S312_L001	32654
PoJ301_S313_L001	25134
PoJ302_S314_L001	31960
PoJ303_S315_L001	30975
PoJ304_S316_L001	27017
PoJ305_S317_L001	38212
PoJ306_S318_L001	38300
PoJ307_S319_L001	35296
PoJ308_S320_L001	29032
PoJ309_S321_L001	16392
PoJ30_S30_L001	37704
PoJ310_S322_L001	25538
PoJ311_S323_L001	26408
PoJ312_S324_L001	9024
PoJ313_S325_L001	19165
PoJ314_S326_L001	15777
PoJ315_S327_L001	30338
PoJ316_S328_L001	48677
PoJ317_S329_L001	38624
PoJ318_S330_L001	73
PoJ319_S331_L001	27180
PoJ31_S31_L001	396
PoJ320_S332_L001	23960
PoJ321_S333_L001	33046
PoJ322_S334_L001	40032
PoJ323_S335_L001	17850
PoJ324_S336_L001	13081
PoJ325_S337_L001	32212
PoJ326_S338_L001	10260
PoJ327_S339_L001	31159
PoJ328_S340_L001	31218
PoJ329_S341_L001	59382
PoJ32_S32_L001	24173
PoJ330_S342_L001	33368
PoJ331_S343_L001	41784
PoJ332_S344_L001	31976
PoJ333_S345_L001	40097
PoJ334_S346_L001	38944
PoJ335_S347_L001	24689
PoJ336_S348_L001	26773
PoJ337_S349_L001	21939
PoJ338_S350_L001	23476
PoJ339_S351_L001	32721
PoJ33_S33_L001	17771
PoJ340_S352_L001	27084
PoJ341_S353_L001	40698
PoJ342_S354_L001	34444
PoJ343_S355_L001	15057
PoJ344_S356_L001	35607
PoJ345_S357_L001	21252
PoJ346_S358_L001	30265
PoJ347_S359_L001	37073
PoJ348_S360_L001	25044
PoJ349_S361_L001	36461
PoJ34_S34_L001	52191
PoJ350_S362_L001	29884
PoJ351_S363_L001	32287
PoJ352_S364_L001	36143
PoJ353_S365_L001	44497
PoJ354_S366_L001	6732
PoJ355_S367_L001	34335
PoJ356_S368_L001	41219
PoJ357_S369_L001	35772
PoJ358_S370_L001	40536
PoJ359_S371_L001	30609
PoJ35_S35_L001	49174
PoJ360_S372_L001	27874
PoJ361_S373_L001	26794
PoJ362_S374_L001	27546
PoJ363_S375_L001	22096
PoJ364_S376_L001	19760
PoJ365_S377_L001	32941
PoJ366_S378_L001	31851
PoJ367_S379_L001	23517
PoJ368_S380_L001	15711
PoJ369_S381_L001	26360
PoJ36_S36_L001	23552
PoJ370_S382_L001	34667
PoJ371_S383_L001	31451
PoJ372_S384_L001	35222
PoJ373_S385_L001	29473
PoJ374_S386_L001	30436
PoJ375_S387_L001	27942
PoJ376_S388_L001	36629
PoJ377_S389_L001	41364
PoJ378_S390_L001	27065
PoJ379_S391_L001	25769
PoJ37_S37_L001	24695
PoJ380_S392_L001	34245
PoJ381_S393_L001	30629
PoJ382_S394_L001	32165
PoJ383_S395_L001	31697
PoJ384_S396_L001	10758
PoJ38_S38_L001	42942
PoJ39_S39_L001	42627
PoJ3_S3_L001	21340
PoJ40_S40_L001	33741
PoJ41_S41_L001	25121
PoJ42_S42_L001	16861
PoJ43_S43_L001	40379
PoJ44_S44_L001	26780
PoJ45_S45_L001	42453
PoJ46_S46_L001	54557
PoJ47_S47_L001	15840
PoJ48_S48_L001	40083
PoJ49_S49_L001	28747
PoJ4_S4_L001	30421
PoJ50_S50_L001	24470
PoJ51_S51_L001	18144
PoJ52_S52_L001	31339
PoJ53_S53_L001	18160
PoJ54_S54_L001	17333
PoJ55_S55_L001	24094
PoJ56_S56_L001	14456
PoJ57_S57_L001	21844
PoJ58_S58_L001	26372
PoJ59_S59_L001	6300
PoJ5_S5_L001	35643
PoJ60_S60_L001	47941
PoJ61_S61_L001	6091
PoJ62_S62_L001	49455
PoJ63_S63_L001	51311
PoJ64_S64_L001	32419
PoJ65_S65_L001	31443
PoJ66_S66_L001	30634
PoJ67_S67_L001	29521
PoJ68_S68_L001	41783
PoJ69_S69_L001	39603
PoJ6_S6_L001	16761
PoJ70_S70_L001	34262
PoJ71_S71_L001	37947
PoJ72_S72_L001	33537
PoJ73_S73_L001	42442
PoJ74_S74_L001	33252
PoJ75_S75_L001	27034
PoJ76_S76_L001	34444
PoJ77_S77_L001	29012
PoJ78_S78_L001	26018
PoJ79_S79_L001	25525
PoJ7_S7_L001	20003
PoJ80_S80_L001	32793
PoJ81_S81_L001	34677
PoJ82_S82_L001	34485
PoJ83_S83_L001	22074
PoJ84_S84_L001	17649
PoJ85_S85_L001	27259
PoJ86_S86_L001	28298
PoJ87_S87_L001	42671
PoJ88_S88_L001	39645
PoJ89_S89_L001	30951
PoJ8_S8_L001	6704
PoJ90_S90_L001	12827
PoJ91_S91_L001	42341
PoJ92_S92_L001	30849
PoJ93_S93_L001	33840
PoJ94_S94_L001	27805
PoJ95_S95_L001	31818
PoJ96_S96_L001	32328
PoJ97_S193_L001	27060
PoJ98_S194_L001	34259
PoJ99_S195_L001	42768
PoJ9_S9_L001	23674
